2,1219,1620.9,550.18,41.45,126.47,1,-1,-1,-1
2,1220,267.12,580.16,45.924,139.55,1,-1,-1,-1
2,1221,501.48,535.21,31.836,97.396,1,-1,-1,-1
2,1222,181.85,561.87,51.78,157.34,1,-1,-1,-1
2,1223,114.04,689.86,39.419,120.14,1,-1,-1,-1
2,1224,1488.7,518.25,25.39,78.17,1,-1,-1,-1
2,1225,1529,561,39,119,1,-1,-1,-1
2,1227,1368.4,502.98,39.419,120.14,1,-1,-1,-1
3,1219,1630.3,552.16,39.73,121.23,1,-1,-1,-1
3,1220,253.15,578.33,53.52,162.63,1,-1,-1,-1
3,1221,503.59,548.77,29.791,91.149,1,-1,-1,-1
3,1222,172.7,573.96,54.698,166.2,1,-1,-1,-1
3,1223,105.6,707.81,41.26,125.75,1,-1,-1,-1
3,1224,1493.6,514.13,25.39,78.17,1,-1,-1,-1
3,1225,1535.2,554.76,39,119,1,-1,-1,-1
3,1227,1377.8,514.31,34.927,106.46,1,-1,-1,-1
4,1219,1637.8,550.39,41.271,125.92,1,-1,-1,-1
4,1220,231.39,581.54,68.454,207.98,1,-1,-1,-1
4,1221,501.95,548.15,30.944,94.682,1,-1,-1,-1
4,1222,161.54,577.92,55.623,169.01,1,-1,-1,-1
4,1223,91.963,713.42,39.704,121.01,1,-1,-1,-1
4,1224,1501.4,512.99,24.074,74.124,1,-1,-1,-1
4,1225,1543.3,558.91,39,119,1,-1,-1,-1
4,1227,1384.5,507.9,37.882,115.47,1,-1,-1,-1
4,1229,1455.9,465,39,119,1,-1,-1,-1
5,1219,1647.4,563.77,39.713,121.17,1,-1,-1,-1
5,1220,237.31,588.31,58.131,176.62,1,-1,-1,-1
5,1221,496.67,543.08,31.301,95.777,1,-1,-1,-1
5,1222,149.85,570.85,55.862,169.73,1,-1,-1,-1
5,1223,75.775,708.7,39.142,119.31,1,-1,-1,-1
5,1224,1505.8,511.48,23.617,72.716,1,-1,-1,-1
5,1225,1551.6,566.29,39,119,1,-1,-1,-1
5,1227,1383.7,507.59,40.712,124.1,1,-1,-1,-1
5,1230,531.3,512.54,42.786,130.14,1,-1,-1,-1
5,1229,1457.6,465,39,119,1,-1,-1,-1
6,1219,1656.1,574.28,39.144,119.43,1,-1,-1,-1
6,1220,236.14,589.54,57.11,173.52,1,-1,-1,-1
6,1221,495.34,548.99,33.076,101.21,1,-1,-1,-1
6,1222,141.54,571.78,56.742,172.4,1,-1,-1,-1
6,1223,65.15,718.52,38.973,118.8,1,-1,-1,-1
6,1224,1510.4,523.73,24.789,76.323,1,-1,-1,-1
6,1225,1560.3,573.4,41.023,125.16,1,-1,-1,-1
6,1227,1387.3,508.61,41.389,126.16,1,-1,-1,-1
6,1230,524.88,505.82,47.014,143,1,-1,-1,-1
6,1229,1459.2,465,39,119,1,-1,-1,-1
7,1219,1663.2,579.26,38.863,118.57,1,-1,-1,-1
7,1220,229.87,591.24,59.362,180.36,1,-1,-1,-1
7,1221,493.77,550.64,33.426,102.28,1,-1,-1,-1
7,1222,135.67,576.35,56.182,170.69,1,-1,-1,-1
7,1223,53.157,721.85,40.929,124.76,1,-1,-1,-1
7,1224,1514.9,525.57,24.727,76.134,1,-1,-1,-1
7,1225,1566.6,576.48,41.486,126.58,1,-1,-1,-1
7,1227,1390.9,509.63,42.066,128.23,1,-1,-1,-1
7,1230,519.55,491.48,50.798,154.5,1,-1,-1,-1
7,1231,1365.7,493.86,21.974,67.922,1,-1,-1,-1
7,1229,1460.9,465,39,119,1,-1,-1,-1
8,1219,1667,575.91,45.204,137.89,1,-1,-1,-1
8,1220,222.2,608.82,50.528,153.54,1,-1,-1,-1
8,1221,494.42,551.55,33.803,103.43,1,-1,-1,-1
8,1222,126.2,585.73,55.931,169.92,1,-1,-1,-1
8,1223,36.053,733.58,39.697,121.01,1,-1,-1,-1
8,1224,1517.8,527.19,26.44,81.4,1,-1,-1,-1
8,1225,1576.8,582.6,41.867,127.73,1,-1,-1,-1
8,1227,1393.5,517.65,40.235,122.65,1,-1,-1,-1
8,1230,517.76,493.87,52.071,158.37,1,-1,-1,-1
8,1229,1462.6,465,39,119,1,-1,-1,-1
8,1231,1365.7,491.96,21.974,67.922,1,-1,-1,-1
9,1219,1673.4,579.41,46.1,140.63,1,-1,-1,-1
9,1220,217.11,612.06,49.048,149.05,1,-1,-1,-1
9,1221,493.21,553.08,34.158,104.52,1,-1,-1,-1
9,1222,118.07,588.62,56.402,171.35,1,-1,-1,-1
9,1223,19.27,737.72,39.216,119.55,1,-1,-1,-1
9,1224,1521.4,532.36,25.828,79.516,1,-1,-1,-1
9,1225,1583.7,586.17,42.317,129.1,1,-1,-1,-1
9,1227,1396.9,519.79,40.512,123.49,1,-1,-1,-1
9,1230,517.29,495.11,52.411,159.39,1,-1,-1,-1
9,1231,1365.7,490.06,21.974,67.922,1,-1,-1,-1
10,1219,1681,594.88,43.618,133.05,1,-1,-1,-1
10,1220,208.74,606.17,48.557,147.57,1,-1,-1,-1
10,1221,489.55,549.42,32.518,99.508,1,-1,-1,-1
10,1222,105.18,574.86,55.976,170.05,1,-1,-1,-1
10,1223,2.8282,728.23,40.974,124.91,1,-1,-1,-1
10,1224,1523.6,550.06,24.406,75.148,1,-1,-1,-1
10,1225,1588.4,597.38,42.143,128.56,1,-1,-1,-1
10,1227,1400.8,532.07,39.607,120.74,1,-1,-1,-1
10,1230,515.07,492.74,53.956,164.09,1,-1,-1,-1
10,1231,1365.7,488.16,21.974,67.922,1,-1,-1,-1
11,1219,1690.5,586.43,44.619,136.08,1,-1,-1,-1
11,1220,197.28,591.07,56.091,170.44,1,-1,-1,-1
11,1221,481.85,532.94,40.862,124.99,1,-1,-1,-1
11,1222,93.12,584.74,55.796,169.5,1,-1,-1,-1
11,1223,-10.285,731.5,41.114,125.34,1,-1,-1,-1
11,1225,1593.7,595.99,40.171,122.55,1,-1,-1,-1
11,1227,1402,525.74,39.252,119.67,1,-1,-1,-1
11,1230,512.85,490.36,55.501,168.79,1,-1,-1,-1
11,1231,1370,501.27,21.974,67.922,1,-1,-1,-1
12,1219,1697.5,589.75,45.163,137.74,1,-1,-1,-1
12,1220,185.45,585.81,58.737,178.46,1,-1,-1,-1
12,1221,479.49,531.45,42.056,128.64,1,-1,-1,-1
12,1222,81.428,588.39,55.716,169.25,1,-1,-1,-1
12,1223,-23.399,734.78,41.254,125.76,1,-1,-1,-1
12,1225,1600.1,592.56,43.378,132.31,1,-1,-1,-1
12,1227,1405.2,527.95,39.297,119.81,1,-1,-1,-1
12,1230,521.6,535.44,40.299,122.62,1,-1,-1,-1
12,1229,1480.1,515.8,29.562,90.247,1,-1,-1,-1
12,1224,1531.3,558.73,24.315,74.868,1,-1,-1,-1
12,1231,1370.9,502.35,21.974,67.922,1,-1,-1,-1
13,1219,1702.3,590.48,45.163,137.72,1,-1,-1,-1
13,1220,173.18,575.84,59.763,181.55,1,-1,-1,-1
13,1221,479.93,534.6,37.259,113.97,1,-1,-1,-1
13,1222,71.876,590.42,55.945,169.94,1,-1,-1,-1
13,1223,-36.512,738.05,41.394,126.19,1,-1,-1,-1
13,1225,1606.5,595.45,43.85,133.75,1,-1,-1,-1
13,1227,1408.8,524.04,39.132,119.31,1,-1,-1,-1
13,1230,522.68,537.83,35.334,107.56,1,-1,-1,-1
13,1229,1483.8,523.11,26.202,80.051,1,-1,-1,-1
13,1231,1371.8,503.43,21.974,67.922,1,-1,-1,-1
14,1219,1709.9,584.56,45.143,137.64,1,-1,-1,-1
14,1220,164.72,573.79,61.131,185.71,1,-1,-1,-1
14,1221,480.34,540.76,35.142,107.5,1,-1,-1,-1
14,1222,53.836,578.15,58.421,177.44,1,-1,-1,-1
14,1223,-49.626,741.33,41.534,126.62,1,-1,-1,-1
14,1225,1612.9,594.59,42.696,130.22,1,-1,-1,-1
14,1227,1410,522.48,39.067,119.12,1,-1,-1,-1
14,1230,511.51,508.7,47.069,143.26,1,-1,-1,-1
14,1229,1487.8,524.58,24.074,73.616,1,-1,-1,-1
14,1231,1372.6,504.51,21.974,67.922,1,-1,-1,-1
15,1219,1716.7,586.57,45.566,138.93,1,-1,-1,-1
15,1220,157.82,579.06,60.595,184.06,1,-1,-1,-1
15,1221,480.55,543,34.366,105.12,1,-1,-1,-1
15,1222,41.162,574.79,62.146,188.72,1,-1,-1,-1
15,1223,-62.739,744.61,41.674,127.04,1,-1,-1,-1
15,1225,1620.8,594.11,42.226,128.78,1,-1,-1,-1
15,1227,1413,523.54,39.075,119.15,1,-1,-1,-1
15,1230,508.98,506.1,48.194,146.68,1,-1,-1,-1
15,1229,1489.8,521.27,24.748,75.724,1,-1,-1,-1
15,1231,1373.5,505.59,21.974,67.922,1,-1,-1,-1
16,1219,1724.3,584.33,47.404,144.5,1,-1,-1,-1
16,1220,143.54,574.05,66.157,200.9,1,-1,-1,-1
16,1221,478.95,542.99,34.581,105.78,1,-1,-1,-1
16,1222,28.225,573.49,63.569,193.01,1,-1,-1,-1
16,1225,1629.2,599.53,42.042,128.21,1,-1,-1,-1
16,1227,1416.6,527.52,39.043,119.06,1,-1,-1,-1
16,1230,515.76,531.68,37.837,115.22,1,-1,-1,-1
16,1229,1493.9,522.39,26.275,80.429,1,-1,-1,-1
16,1224,1547.2,544.65,23.699,72.987,1,-1,-1,-1
16,1223,-75.852,747.88,41.814,127.47,1,-1,-1,-1
17,1219,1733.3,583.42,48.093,146.57,1,-1,-1,-1
17,1220,124.12,580.87,65.318,198.32,1,-1,-1,-1
17,1221,475.51,543.8,34.152,104.47,1,-1,-1,-1
17,1222,15.154,581.38,64.101,194.6,1,-1,-1,-1
17,1225,1636,602.04,42.2,128.69,1,-1,-1,-1
17,1227,1417.9,528.98,39.03,119.02,1,-1,-1,-1
17,1230,514.39,532.58,37.541,114.32,1,-1,-1,-1
17,1229,1497,525.33,25.69,78.638,1,-1,-1,-1
17,1224,1548.6,541.33,24.864,76.57,1,-1,-1,-1
17,1231,1379.7,498.81,23.506,72.643,1,-1,-1,-1
17,1223,-88.896,751.37,41.814,127.47,1,-1,-1,-1
18,1219,1743,589.42,48.344,147.31,1,-1,-1,-1
18,1220,114.2,580,66.707,202.54,1,-1,-1,-1
18,1221,473.68,543.9,34.289,104.89,1,-1,-1,-1
18,1222,3.9157,581.95,64.983,197.28,1,-1,-1,-1
18,1225,1645.7,602.33,42.021,128.14,1,-1,-1,-1
18,1227,1420.7,530.39,39.032,119.03,1,-1,-1,-1
18,1230,515.27,540.86,34.987,106.58,1,-1,-1,-1
18,1229,1500.2,528.27,25.105,76.848,1,-1,-1,-1
18,1231,1383.1,497.78,22.518,69.591,1,-1,-1,-1
18,1223,-101.94,754.86,41.814,127.47,1,-1,-1,-1
18,1224,1552.2,542.13,24.939,76.804,1,-1,-1,-1
19,1219,1750.4,591.19,48.897,149,1,-1,-1,-1
19,1220,104.28,579.14,68.096,206.76,1,-1,-1,-1
19,1221,472.64,539.36,37.402,114.39,1,-1,-1,-1
19,1222,-1.8916,584.66,64.587,196.05,1,-1,-1,-1
19,1225,1654.8,602.34,41.948,127.91,1,-1,-1,-1
19,1227,1424.5,529.94,39.024,119.01,1,-1,-1,-1
19,1230,514.24,542.87,34.351,104.65,1,-1,-1,-1
19,1229,1503.3,531.21,24.52,75.057,1,-1,-1,-1
19,1223,-114.98,758.35,41.814,127.47,1,-1,-1,-1
19,1224,1555.8,543.05,24.939,76.804,1,-1,-1,-1
19,1231,1384.6,497.78,22.556,69.706,1,-1,-1,-1
20,1219,1762.8,596.45,46.492,141.66,1,-1,-1,-1
20,1221,468.8,542.3,35.294,107.94,1,-1,-1,-1
20,1222,-12.593,585.45,65.342,198.34,1,-1,-1,-1
20,1225,1662.2,604.34,42.046,128.21,1,-1,-1,-1
20,1227,1427.5,531.14,39.025,119.02,1,-1,-1,-1
20,1230,510.54,549.23,33.875,103.23,1,-1,-1,-1
20,1229,1506.5,534.15,23.935,73.266,1,-1,-1,-1
20,1231,1389.2,501.58,20.918,64.663,1,-1,-1,-1
20,1224,1559.5,543.97,24.939,76.804,1,-1,-1,-1
20,1220,94.356,578.28,69.486,210.98,1,-1,-1,-1
21,1219,1770.7,598.58,46.742,142.42,1,-1,-1,-1
21,1221,467.36,543.55,34.386,105.17,1,-1,-1,-1
21,1222,-23.294,586.23,66.097,200.63,1,-1,-1,-1
21,1225,1666.9,596.83,46.105,140.55,1,-1,-1,-1
21,1227,1426.8,530.13,39.02,119.01,1,-1,-1,-1
21,1230,508.71,547.79,35.412,107.94,1,-1,-1,-1
21,1224,1566.5,542.95,23.804,73.322,1,-1,-1,-1
21,1220,85.128,579.52,69.486,210.98,1,-1,-1,-1
21,1229,1509.6,537.08,23.35,71.475,1,-1,-1,-1
21,1231,1391.1,502.06,20.737,64.104,1,-1,-1,-1
22,1219,1782,594.93,47.771,145.53,1,-1,-1,-1
22,1221,465.46,543.61,34.475,105.44,1,-1,-1,-1
22,1222,-33.995,587.01,66.852,202.92,1,-1,-1,-1
22,1225,1674,597.76,46.647,142.21,1,-1,-1,-1
22,1227,1429.4,531.08,39.021,119.01,1,-1,-1,-1
22,1230,507.21,549.86,35.121,107.06,1,-1,-1,-1
22,1220,75.901,580.77,69.486,210.98,1,-1,-1,-1
22,1231,1392.9,502.25,20.737,64.104,1,-1,-1,-1
22,1224,1570.5,543.69,23.696,72.99,1,-1,-1,-1
23,1219,1790.3,596.42,48.106,146.55,1,-1,-1,-1
23,1221,463.56,543.66,34.564,105.71,1,-1,-1,-1
23,1222,-44.696,587.79,67.607,205.21,1,-1,-1,-1
23,1225,1681,598.69,47.189,143.86,1,-1,-1,-1
23,1227,1432.6,530.02,39.018,119,1,-1,-1,-1
23,1230,500.74,544.7,39.555,120.57,1,-1,-1,-1
23,1224,1574.4,544.25,23.696,72.99,1,-1,-1,-1
24,1219,1796.6,594.12,50.557,153.98,1,-1,-1,-1
24,1221,463.26,542.03,39.342,120.29,1,-1,-1,-1
24,1222,-55.397,588.58,68.362,207.51,1,-1,-1,-1
24,1225,1688.1,599.63,47.73,145.51,1,-1,-1,-1
24,1227,1435.3,530.75,39.018,119,1,-1,-1,-1
24,1230,498.6,545.85,39.87,121.53,1,-1,-1,-1
24,1224,1578.3,544.82,23.696,72.99,1,-1,-1,-1
25,1219,1810.2,599.46,49.23,149.92,1,-1,-1,-1
25,1221,461.54,541.89,39.965,122.19,1,-1,-1,-1
25,1225,1695.2,600.56,48.272,147.16,1,-1,-1,-1
25,1227,1439.9,535.13,39.016,119,1,-1,-1,-1
25,1230,500.33,554.27,36.104,110.09,1,-1,-1,-1
25,1233,1528.8,522.48,26.449,81.746,1,-1,-1,-1
25,1224,1582.2,545.39,23.696,72.99,1,-1,-1,-1
25,1222,-66.098,589.36,69.117,209.8,1,-1,-1,-1
26,1219,1817.4,602.11,50.975,155.2,1,-1,-1,-1
26,1221,457.03,546.9,41.341,126.36,1,-1,-1,-1
26,1225,1702.2,601.49,48.814,148.81,1,-1,-1,-1
26,1227,1442.8,536.26,39.016,119,1,-1,-1,-1
26,1230,498.59,556.17,35.997,109.76,1,-1,-1,-1
26,1233,1528.2,516.17,30.177,93.243,1,-1,-1,-1
26,1222,-76.422,591.29,69.117,209.8,1,-1,-1,-1
27,1219,1823.7,601.73,54.047,164.51,1,-1,-1,-1
27,1221,455.33,548.86,41.863,127.92,1,-1,-1,-1
27,1225,1709.3,602.42,49.355,150.46,1,-1,-1,-1
27,1227,1447.9,542.42,39.014,119,1,-1,-1,-1
27,1230,496.94,554.69,37.98,115.82,1,-1,-1,-1
27,1233,1530.4,523.81,27.463,84.847,1,-1,-1,-1
27,1222,-86.746,593.22,69.117,209.8,1,-1,-1,-1
28,1219,1832,603.15,54.818,166.86,1,-1,-1,-1
28,1221,453.37,549.35,42.54,129.99,1,-1,-1,-1
28,1225,1719.8,609.79,51.029,155.52,1,-1,-1,-1
28,1227,1451,544.11,39.014,119,1,-1,-1,-1
28,1230,491.66,552,40.546,123.63,1,-1,-1,-1
28,1233,1533.8,522.7,28.876,89.183,1,-1,-1,-1
28,1222,-97.069,595.15,69.117,209.8,1,-1,-1,-1
29,1219,1843.4,609.34,55.498,168.88,1,-1,-1,-1
29,1221,449.87,551.88,40.463,123.63,1,-1,-1,-1
29,1225,1727.2,611.37,51.682,157.51,1,-1,-1,-1
29,1227,1456,545.27,39.013,119,1,-1,-1,-1
29,1230,489.18,553.01,39.715,121.11,1,-1,-1,-1
29,1233,1534.9,526.5,29.333,90.564,1,-1,-1,-1
30,1219,1852,611.22,56.259,171.2,1,-1,-1,-1
30,1221,447.2,556.38,41.479,126.7,1,-1,-1,-1
30,1225,1740,619.99,51.89,158.1,1,-1,-1,-1
30,1227,1457.8,545.64,39.011,119,1,-1,-1,-1
30,1230,483.17,556.86,41.216,125.68,1,-1,-1,-1
30,1233,1542.3,530.85,28.123,86.804,1,-1,-1,-1
31,1219,1865.3,619.68,56.009,170.4,1,-1,-1,-1
31,1221,445.04,557.45,41.957,128.16,1,-1,-1,-1
31,1225,1747.9,622.25,52.499,159.95,1,-1,-1,-1
31,1227,1458.3,551.01,39.01,119,1,-1,-1,-1
31,1230,480.62,558.18,41.623,126.92,1,-1,-1,-1
31,1233,1544.4,531.88,28.579,88.212,1,-1,-1,-1
32,1219,1870.1,630.27,55.887,170,1,-1,-1,-1
32,1221,441.67,565.35,40.174,122.7,1,-1,-1,-1
32,1225,1755.8,624.51,53.108,161.81,1,-1,-1,-1
